comments_count,replies_count,both_count,sentence_count,word_count,basic_emotions,basic emotions_fear,basic_emotions_anger,basic_emotions_sadness,basic_emotions_joy,basic_emotions_surprise_interest,basic_emotions_disgust,emotions_of_social_evaluation,emotions_of_social_evaluation_contempt,emotions_of_social_evaluation_shame,emotions_of_social_evaluation_guilt,emotions_of_social_evaluation_embarrassment,emotions_of_social_evaluation_pride,emotions_of_social_evaluation_envy,state,state_excited,state_rest,state_estimate,state_process_execution,target
127,83,210,256,2788,54,5,4,9,15,4,17,6,2,1,0,0,1,2,21,3,18,0,0,2
28,7,35,84,1016,12,1,1,2,2,0,6,2,2,0,0,0,0,0,7,0,7,0,0,2
42,0,42,121,1355,14,3,0,6,1,1,3,8,4,0,0,0,4,0,11,0,11,0,0,2
78,43,121,115,993,12,1,2,3,2,0,4,2,0,1,0,0,1,0,7,2,5,0,0,2
1099,1375,2474,2090,22957,402,28,46,74,74,41,139,38,14,10,9,0,4,1,173,37,131,0,5,2
84,60,144,194,2153,30,2,1,6,8,5,8,0,0,0,0,0,0,0,12,1,10,0,1,1
34,12,46,78,760,12,1,0,3,3,3,2,1,0,1,0,0,0,0,8,0,8,0,0,2
1219,359,1578,1756,12778,270,5,14,40,138,36,37,17,2,1,8,4,0,2,106,5,83,0,18,1
360,120,480,482,3879,102,1,6,17,39,28,11,2,0,0,0,1,1,0,40,1,38,0,1,1
8,0,8,9,111,6,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
18,0,18,40,370,6,0,2,2,0,1,1,0,0,0,0,0,0,0,6,2,4,0,0,2
637,48,685,1592,14408,409,27,8,36,265,25,48,3,2,1,0,0,0,0,221,16,193,0,12,1
70,10,80,109,1494,17,0,0,8,2,1,6,2,2,0,0,0,0,0,16,0,15,0,1,2
136,68,204,368,4762,80,6,3,13,18,16,24,6,4,1,1,0,0,0,34,2,29,0,3,2
684,335,1019,817,6011,129,0,4,5,108,6,6,1,0,0,0,0,1,0,77,4,60,0,13,1
183,214,397,329,3748,56,1,4,11,17,13,10,3,0,2,1,0,0,0,22,7,14,0,1,2
26,0,26,153,2524,45,10,5,5,7,3,15,2,0,0,0,0,0,2,18,3,15,0,0,2
153,147,300,277,3433,44,3,1,4,14,4,18,5,4,1,0,0,0,0,35,1,29,0,5,2
106,39,145,118,1081,16,0,3,7,2,1,3,0,0,0,0,0,0,0,13,2,11,0,0,1
42,13,55,164,1398,24,2,2,6,6,0,8,1,0,0,0,1,0,0,8,0,8,0,0,2
307,109,416,387,2552,65,3,0,4,53,2,3,1,0,0,0,0,0,1,36,4,21,0,11,1
28,0,28,45,428,18,2,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
251,297,548,472,4754,74,5,6,15,23,9,16,3,0,2,0,0,1,0,39,2,35,0,2,2
1006,766,1772,2003,19279,280,69,15,53,55,18,70,20,3,7,6,0,3,1,174,16,148,0,10,0
26742,9404,36146,36916,338030,5718,312,489,966,2155,448,1348,841,399,218,93,23,88,20,2735,274,2349,7,105,0
69,0,69,84,468,19,0,0,0,11,6,2,0,0,0,0,0,0,0,5,0,4,0,1,1
519,195,714,873,6403,99,7,8,5,43,6,30,10,2,2,3,0,0,3,65,4,53,0,8,1
23,0,23,33,235,3,0,0,1,0,1,1,1,0,0,0,0,0,1,2,0,2,0,0,2
534,218,752,833,6149,110,4,2,11,63,18,12,3,2,0,0,0,0,1,207,146,49,0,12,1
5,0,5,10,77,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
24,29,53,32,924,6,0,0,0,2,0,4,1,0,0,1,0,0,0,9,1,8,0,0,2
32,122,154,275,2443,39,3,0,11,18,1,6,2,1,0,1,0,0,0,18,4,14,0,0,1
685,419,1104,1534,14845,230,29,19,40,72,22,48,11,4,1,5,0,1,0,118,26,87,1,4,0
261,97,358,378,2329,55,1,6,7,33,5,3,2,0,1,0,0,0,1,25,1,21,1,2,1
95,6,101,106,926,19,0,0,2,10,3,4,0,0,0,0,0,0,0,5,0,5,0,0,1
54,59,113,178,1847,37,3,0,4,11,5,14,5,0,1,2,0,1,1,21,6,13,0,2,2
231,309,540,350,3472,32,4,1,6,5,4,12,5,2,3,0,0,0,0,26,5,21,0,0,2
8,0,8,13,95,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2
100,16,116,144,996,26,4,0,0,11,8,3,1,0,0,1,0,0,0,5,0,5,0,0,2
22,7,29,43,776,14,3,0,2,6,0,3,0,0,0,0,0,0,0,10,0,8,0,2,2
157,99,256,224,2323,35,4,5,4,6,5,11,5,2,0,1,0,0,2,14,0,13,0,1,2
13,0,13,17,227,5,0,0,1,2,0,2,0,0,0,0,0,0,0,2,0,2,0,0,1
113,35,148,167,1269,28,0,2,7,10,5,4,1,0,1,0,0,0,0,5,0,5,0,0,1
19,0,19,29,457,10,2,0,5,1,1,1,0,0,0,0,0,0,0,3,0,3,0,0,2
97,156,253,238,2527,34,1,6,9,9,0,9,3,0,0,3,0,0,0,15,2,12,1,0,2
706,122,828,1244,9336,406,7,5,12,340,16,26,4,0,1,0,0,0,3,176,8,159,0,9,1
547,45,592,743,4035,154,3,0,9,88,38,16,1,0,1,0,0,0,0,42,2,35,0,5,1
2676,317,2993,2594,13648,118,2,8,13,77,11,7,2,2,0,0,0,0,0,54,3,40,0,11,1
6,0,6,22,109,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1
84,145,229,285,3231,45,0,3,8,8,5,21,6,2,1,2,0,0,1,36,5,31,0,0,2
25,10,35,234,2276,33,3,6,6,5,0,13,17,10,5,1,1,0,0,16,2,14,0,0,2
39,20,59,194,2796,34,4,4,3,8,4,11,1,0,1,0,0,0,0,13,3,8,0,2,1
29,0,29,48,449,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,1
356,259,615,589,5659,85,5,2,16,35,7,20,4,0,0,1,0,0,3,66,1,61,0,4,0
673,296,969,1223,8074,147,1,4,17,93,16,16,1,0,0,1,0,0,0,69,1,60,0,8,1
212,153,365,337,3467,65,0,5,16,17,9,18,4,0,3,0,1,0,0,20,6,9,0,5,2
678,198,876,904,6320,92,0,6,4,72,6,4,0,0,0,0,0,0,0,35,2,31,0,2,1
883,735,1618,1980,20794,320,53,4,48,64,19,132,12,3,1,1,7,0,0,154,15,133,1,5,0
45,49,94,106,904,12,1,0,1,5,1,4,2,1,0,1,0,0,0,9,2,7,0,0,2
987,348,1335,1730,14730,317,9,8,36,170,47,47,24,2,11,1,0,5,5,111,6,91,3,11,1
17,0,17,33,274,5,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1
81,64,145,127,1379,14,1,3,0,4,3,3,3,1,1,1,0,0,0,11,0,11,0,0,2
340,186,526,664,6604,88,10,1,19,32,6,20,5,0,1,2,1,1,0,70,3,65,0,2,0
152,181,333,406,5129,75,13,6,16,12,7,21,5,2,1,0,2,0,0,33,8,24,0,1,2
143,33,176,111,811,7,0,0,2,5,0,0,0,0,0,0,0,0,0,6,0,6,0,0,1
135,133,268,231,2436,32,3,5,5,8,4,7,8,6,1,1,0,0,0,21,6,15,0,0,2
48,23,71,95,857,28,0,1,16,4,4,3,1,0,1,0,0,0,0,6,0,6,0,0,2
185,72,257,445,4144,57,2,7,10,12,4,22,12,5,2,3,1,0,1,19,3,15,0,1,2
122,44,166,200,2105,31,1,2,6,11,9,2,3,2,0,0,1,0,0,9,1,7,0,1,0
84,15,99,120,1442,19,1,3,3,4,1,7,2,2,0,0,0,0,0,8,0,8,0,0,2
1627,2397,4024,3706,44539,634,55,72,121,121,88,177,40,15,11,7,2,2,3,372,65,295,1,11,2
574,314,888,997,7426,112,3,12,15,48,17,17,5,0,1,4,0,0,0,50,8,41,0,1,1
212,350,562,390,3982,67,6,10,16,15,2,18,6,2,0,0,1,1,2,34,3,29,0,2,2
13,0,13,23,243,10,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
133,230,363,278,3161,48,0,1,8,21,4,14,2,1,0,0,0,0,1,27,1,24,0,2,2
705,854,1559,1670,17413,267,27,30,53,56,29,72,15,3,4,4,2,1,1,157,21,128,0,8,2
380,239,619,686,5089,92,4,2,11,48,13,14,5,0,3,0,1,0,1,64,12,45,1,6,1
293,45,338,233,2397,43,0,1,19,19,1,3,0,0,0,0,0,0,0,7,0,7,0,0,1
1530,427,1957,2698,21032,391,10,34,45,202,29,71,34,6,1,3,4,0,20,145,17,112,1,15,1
690,142,832,934,10243,120,2,4,45,41,6,22,0,0,0,0,0,0,0,51,0,49,0,2,1
49,36,85,108,1271,8,2,2,1,0,1,2,3,0,1,2,0,0,0,11,5,6,0,0,2
74,27,101,231,2319,35,2,0,8,3,10,12,0,0,0,0,0,0,0,20,4,15,0,1,1
333,306,639,565,5415,88,4,3,19,26,15,21,7,2,2,0,1,1,1,55,11,43,0,1,2
155,229,384,272,2575,43,5,4,15,6,4,9,4,0,1,2,0,0,1,26,3,23,0,0,2
648,240,888,1298,9156,204,1,12,32,121,16,22,7,0,1,2,3,1,0,139,22,107,2,8,1
174,71,245,255,1939,41,1,4,4,21,3,8,2,0,0,0,0,0,2,18,1,14,0,3,1
26,11,37,60,512,19,1,1,2,8,3,4,1,1,0,0,0,0,0,3,2,1,0,0,1
2910,1854,4764,4325,45872,625,51,52,188,140,49,145,98,38,26,14,6,9,5,397,67,312,0,18,2
254,257,511,413,4032,57,7,6,12,13,5,14,3,0,2,1,0,0,0,52,5,45,0,2,2
1866,668,2534,3009,26002,426,20,25,70,150,64,97,8,4,0,2,1,0,1,146,13,123,1,9,1
10,0,10,33,358,7,1,0,3,1,0,2,0,0,0,0,0,0,0,4,0,4,0,0,1
27,0,27,63,568,7,0,0,1,2,1,3,0,0,0,0,0,0,0,2,0,1,0,1,1
62,0,62,85,497,13,1,0,2,5,4,1,0,0,0,0,0,0,0,5,0,3,0,2,1
263,351,614,548,6145,96,7,5,7,12,23,42,5,0,3,2,0,0,0,55,6,49,0,0,2
188,196,384,346,3444,64,3,10,9,20,6,16,3,2,0,0,0,1,0,41,4,37,0,0,2
9,0,9,11,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
33,9,42,112,1625,30,6,2,5,3,2,12,0,0,0,0,0,0,0,12,0,12,0,0,2
15,0,15,30,339,8,2,1,2,1,0,2,0,0,0,0,0,0,0,3,1,2,0,0,2
305,92,397,307,2100,35,1,0,4,24,4,2,0,0,0,0,0,0,0,8,0,7,0,1,1
80,0,80,117,711,14,0,0,0,10,2,2,0,0,0,0,0,0,0,5,1,4,0,0,1
202,146,348,322,2987,68,3,1,39,9,5,11,2,0,0,1,1,0,0,27,1,25,0,1,2
510,280,790,901,6575,135,3,2,13,60,41,16,3,0,0,2,0,0,1,61,19,36,0,6,1
24,50,74,70,814,17,1,1,4,2,0,9,8,2,1,0,0,5,0,7,2,5,0,0,2
333,254,587,602,6192,103,13,2,16,19,12,41,9,2,1,2,0,3,1,47,0,45,0,2,2
744,333,1077,758,4927,158,0,0,5,144,5,4,0,0,0,0,0,0,0,56,0,48,0,8,1
188,63,251,231,1920,26,2,2,3,14,1,4,0,0,0,0,0,0,0,18,0,17,0,1,1
7,0,7,12,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,17,53,53,441,7,1,0,0,1,0,5,0,0,0,0,0,0,0,2,0,1,0,1,2
286,95,381,508,3703,64,1,2,6,42,5,8,0,0,0,0,0,0,0,44,4,38,1,1,1
6,0,6,6,83,3,0,0,0,1,2,0,0,0,0,0,0,0,0,3,2,1,0,0,2
213,277,490,472,4987,75,7,10,23,17,4,14,14,4,3,2,2,3,0,39,17,22,0,0,2
94,117,211,142,1476,34,0,3,9,10,3,9,2,2,0,0,0,0,0,16,7,6,0,3,1
112,101,213,229,2557,53,4,0,21,11,1,16,3,0,1,1,0,1,0,36,4,29,0,3,2
5,0,5,10,76,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,133,363,438,4478,81,9,5,12,24,10,21,1,0,0,1,0,0,0,59,7,50,1,1,0
126,213,339,221,1778,20,0,0,6,12,2,0,2,0,0,0,2,0,0,12,2,8,0,2,1
126,13,139,204,1931,51,4,2,1,20,13,11,1,0,0,0,0,0,1,21,5,16,0,0,2
246,204,450,477,4496,79,3,5,21,27,9,14,7,0,2,2,2,1,0,46,2,44,0,0,2
16,15,31,32,359,9,3,0,0,2,1,3,0,0,0,0,0,0,0,1,0,1,0,0,2
301,110,411,626,6821,130,9,4,27,19,11,60,2,1,0,1,0,0,0,64,3,57,1,3,0
2191,2539,4730,3903,38319,564,65,38,81,137,66,177,57,11,16,10,4,9,7,330,31,275,1,23,2
19,16,35,24,178,8,2,0,0,3,0,3,2,0,0,0,0,2,0,1,0,0,0,1,2
93,28,121,134,1343,28,4,1,4,9,4,6,2,1,1,0,0,0,0,15,4,11,0,0,2
399,292,691,458,2976,73,0,0,1,65,5,2,1,0,0,0,0,1,0,39,0,32,0,7,1
61,7,68,68,521,16,0,2,2,10,1,1,0,0,0,0,0,0,0,5,1,3,0,1,1
18,12,30,37,381,6,0,0,0,2,1,3,0,0,0,0,0,0,0,2,0,2,0,0,2
56,0,56,72,506,15,0,2,1,10,2,0,0,0,0,0,0,0,0,6,0,4,0,2,1
54,0,54,75,388,13,0,0,1,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1
922,167,1089,1657,12230,413,7,4,11,332,20,39,8,0,3,0,2,3,0,136,18,94,0,24,1
25652,7770,33422,37839,352587,6345,595,624,920,1535,950,1721,810,138,205,211,72,35,149,2957,298,2526,8,125,0
46,0,46,120,1205,13,0,1,2,4,4,2,3,2,0,0,1,0,0,7,1,6,0,0,1
743,323,1066,1322,11233,172,9,3,16,79,26,39,5,0,2,1,2,0,0,82,5,64,2,11,1
362,429,791,684,6848,94,4,5,29,25,7,24,4,0,1,1,0,2,0,56,3,50,0,3,2
8,0,8,55,838,11,0,0,1,2,1,7,2,1,0,0,0,1,0,6,0,6,0,0,2
104,8,112,189,1455,30,0,1,4,14,10,1,1,0,0,0,0,1,0,11,0,9,1,1,1
488,28,516,838,4602,89,0,0,5,65,14,5,1,0,0,0,1,0,0,54,7,44,0,3,1
342,432,774,648,5527,74,9,11,4,22,8,20,8,2,0,3,1,2,0,46,6,35,0,5,2
60,27,87,216,3171,45,2,2,2,13,6,20,0,0,0,0,0,0,0,24,1,20,0,3,2
866,980,1846,1456,14958,226,8,17,99,31,14,57,16,2,3,8,0,2,1,96,7,85,0,4,2
118,25,143,178,1259,38,0,10,11,13,2,2,0,0,0,0,0,0,0,9,0,9,0,0,1
23,0,23,33,337,5,2,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2
189,75,264,341,2936,114,6,6,57,26,9,10,2,0,0,0,2,0,0,32,7,20,1,4,1
309,113,422,373,2261,69,0,1,2,65,1,0,0,0,0,0,0,0,0,18,1,16,0,1,1
150,107,257,496,7542,90,4,13,5,21,7,40,3,0,1,0,0,2,0,36,6,26,0,4,2
59,35,94,120,1906,25,2,2,7,4,0,10,3,2,0,1,0,0,0,18,5,11,0,2,2
1018,270,1288,1632,10316,197,2,6,18,126,17,28,0,0,0,0,0,0,0,137,6,96,1,34,1
43,0,43,103,803,10,1,2,2,1,3,1,2,0,2,0,0,0,0,6,0,5,0,1,1
253,387,640,604,6578,100,10,13,11,24,12,30,10,0,4,3,0,2,1,56,12,42,0,2,2
1217,851,2068,1244,10412,108,1,7,32,43,12,13,3,0,2,0,0,1,0,41,4,30,1,6,1
32,34,66,64,783,21,1,0,4,7,5,4,1,0,1,0,0,0,0,7,2,5,0,0,2
102,6,108,172,1689,25,1,8,5,5,2,4,5,3,0,0,0,1,1,12,1,11,0,0,2
106,83,189,221,1763,47,3,3,7,8,8,18,1,0,1,0,0,0,0,27,10,17,0,0,2
2193,1580,3773,3696,28791,451,21,22,61,219,46,82,15,0,7,1,7,0,0,199,22,149,10,18,1
511,1030,1541,1068,10840,239,35,11,59,45,18,71,10,0,2,5,0,3,0,122,8,109,0,5,2
82,45,127,163,2113,32,1,2,8,7,2,12,3,0,0,0,0,1,2,18,0,17,0,1,2
794,1249,2043,1200,10846,207,23,13,92,34,10,35,4,0,0,1,1,2,0,87,8,77,0,2,2
135,31,166,317,2980,52,1,8,3,13,14,13,2,1,0,0,1,0,0,39,1,34,0,4,2
236,287,523,487,4854,74,7,12,7,14,19,15,7,2,2,3,0,0,0,59,12,46,0,1,2
499,649,1148,1051,9966,153,16,16,27,34,16,44,9,2,2,2,1,2,0,76,11,59,1,5,2
24,22,46,62,661,9,1,0,0,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,2
18,0,18,25,217,3,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
70,26,96,125,848,19,0,1,4,7,6,1,2,2,0,0,0,0,0,6,0,5,0,1,1
74,66,140,128,1430,24,1,0,2,4,3,14,0,0,0,0,0,0,0,15,3,10,0,2,2
8,0,8,29,481,7,1,1,0,3,0,2,0,0,0,0,0,0,0,4,0,4,0,0,2
69,60,129,225,2976,46,3,0,7,7,5,24,1,0,0,1,0,0,0,22,1,18,0,3,2
276,53,329,294,2848,36,0,6,9,17,1,3,0,0,0,0,0,0,0,16,0,16,0,0,1
150,134,284,238,2097,32,0,3,3,4,9,13,5,2,3,0,0,0,0,25,10,12,0,3,2
12,13,25,17,139,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300,307,607,455,4370,69,6,6,14,14,5,24,10,2,1,0,2,3,2,26,4,20,0,2,2
131,44,175,150,1030,7,0,0,2,3,1,1,0,0,0,0,0,0,0,3,0,3,0,0,1
20,28,48,57,930,16,5,1,0,3,1,6,0,0,0,0,0,0,0,6,0,6,0,0,2
866,92,958,1602,11786,357,4,5,15,256,29,48,1,0,0,0,0,0,1,122,10,73,1,38,1
24,8,32,38,404,7,0,1,0,2,2,2,0,0,0,0,0,0,0,5,1,4,0,0,2
103,70,173,181,1790,29,2,0,4,7,12,4,0,0,0,0,0,0,0,9,3,5,0,1,0
196,165,361,358,3278,64,3,2,16,22,8,13,1,0,0,0,0,0,1,34,3,30,0,1,2
71,9,80,115,714,16,1,0,3,10,0,2,0,0,0,0,0,0,0,8,0,6,0,2,1
12,0,12,20,195,6,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,0,29,47,450,8,0,0,0,2,4,2,2,0,0,0,0,0,2,6,2,4,0,0,2
53,0,53,65,494,12,0,0,2,6,1,3,0,0,0,0,0,0,0,5,0,3,0,2,1
19,0,19,61,824,19,0,0,2,4,0,13,0,0,0,0,0,0,0,8,4,2,0,2,2
12,10,22,16,183,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,2
15,0,15,18,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
261,170,431,446,3538,66,5,0,15,22,4,20,3,2,0,1,0,0,0,26,3,21,0,2,2
166,75,241,185,1598,25,0,2,4,10,3,6,0,0,0,0,0,0,0,13,3,9,0,1,1
23,6,29,93,1442,17,2,0,0,0,5,10,1,0,0,1,0,0,0,8,2,4,0,2,2
259,199,458,650,7182,82,1,9,15,23,8,26,5,3,0,1,0,0,1,69,14,49,0,6,0
1411,403,1814,2468,18125,348,3,13,36,230,14,52,9,1,0,1,2,1,4,301,23,245,1,32,1
9,0,9,74,805,9,0,0,2,0,0,7,1,0,0,1,0,0,0,3,0,3,0,0,1
10,0,10,15,176,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2
218,174,392,275,1612,34,0,0,2,30,1,1,0,0,0,0,0,0,0,8,0,7,0,1,1
20,14,34,38,459,5,1,0,4,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,2
37,27,64,67,762,11,1,0,4,2,1,3,1,1,0,0,0,0,0,4,0,3,0,1,2
79,15,94,113,1106,14,3,0,0,7,2,2,4,0,0,0,0,4,0,6,3,3,0,0,2
99,123,222,178,1946,32,1,6,2,8,5,10,5,4,0,0,0,0,1,16,7,8,0,1,2
384,17,401,705,5596,178,1,4,20,127,4,22,1,0,0,0,0,0,1,62,6,37,2,17,1
2111,1632,3743,4449,48410,775,57,90,109,187,72,260,54,6,10,19,4,11,4,452,130,294,0,28,2
118,7,125,299,3498,68,7,3,11,24,9,14,11,0,1,0,0,0,10,37,5,28,0,4,1
23,0,23,108,1747,31,4,0,0,2,2,23,1,0,0,0,1,0,0,13,1,9,0,3,2
389,50,439,361,4097,30,1,3,14,10,1,1,0,0,0,0,0,0,0,13,2,11,0,0,1
150,185,335,380,4710,41,0,0,8,8,3,22,9,1,3,5,0,0,0,22,2,19,0,1,2
279,240,519,659,7520,128,12,10,23,29,14,40,18,15,2,1,0,0,0,48,2,43,0,3,2
417,388,805,683,6023,120,7,21,15,33,12,32,4,2,0,0,1,1,0,67,3,61,1,2,2
283,137,420,274,2390,23,0,0,10,9,1,3,0,0,0,0,0,0,0,12,0,12,0,0,1
51,0,51,89,743,34,0,0,0,32,1,1,0,0,0,0,0,0,0,7,0,7,0,0,1
524,378,902,1090,10319,165,9,17,20,41,13,65,12,2,4,5,0,0,1,107,17,87,1,2,2
31,18,49,78,806,21,1,0,7,3,1,9,4,2,2,0,0,0,0,11,2,9,0,0,2
61,24,85,94,955,16,2,0,3,9,1,1,3,0,1,1,0,0,1,12,2,10,0,0,2
36,6,42,50,433,4,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,2
881,238,1119,1017,7243,152,1,13,6,117,3,12,0,0,0,0,0,0,0,35,2,22,0,11,1
1590,752,2342,3503,28324,472,10,25,72,223,36,106,19,0,2,10,6,0,1,261,25,221,2,13,1
302,96,398,310,2938,34,0,2,12,14,2,4,0,0,0,0,0,0,0,8,0,8,0,0,1
51,0,51,79,588,9,0,0,2,2,4,1,0,0,0,0,0,0,0,10,0,10,0,0,1
110,17,127,116,1002,18,0,4,6,6,0,2,0,0,0,0,0,0,0,8,0,8,0,0,1
67,12,79,149,1775,38,2,2,2,3,26,3,0,0,0,0,0,0,0,14,0,13,1,0,2
1318,108,1426,2701,18359,520,14,17,29,389,17,54,25,0,2,2,2,18,1,156,18,127,0,11,0
2191,983,3174,3323,28423,569,18,17,117,242,80,95,34,14,0,2,8,7,3,259,28,209,0,22,1
16,47,63,31,285,4,0,0,2,1,0,1,1,0,0,1,0,0,0,3,0,3,0,0,2
48,0,48,70,525,10,0,0,0,8,0,2,0,0,0,0,0,0,0,6,2,4,0,0,1
618,196,814,1014,8575,166,2,5,21,84,36,18,1,0,0,1,0,0,0,83,9,60,7,7,1
61388,31475,92863,75452,694312,13907,1038,481,2905,4712,2291,2480,567,81,175,31,175,51,54,6184,652,5099,20,413,0
1029,746,1775,1838,18862,293,55,23,41,73,26,75,13,1,7,0,3,2,0,160,12,132,0,16,0
41,0,41,78,705,9,1,0,2,2,0,4,1,0,0,0,0,0,1,3,0,3,0,0,2
53,13,66,123,1773,32,5,0,3,3,2,19,0,0,0,0,0,0,0,28,9,16,0,3,2
259,125,384,322,1986,32,1,0,3,18,6,4,0,0,0,0,0,0,0,13,0,12,0,1,1
259,463,722,689,7990,127,6,10,26,39,15,31,14,0,2,2,4,4,2,54,13,39,0,2,2
231,158,389,418,4354,65,6,4,8,24,1,22,8,0,6,1,1,0,0,42,7,31,3,1,2
120,8,128,176,1141,29,0,3,1,17,6,2,0,0,0,0,0,0,0,13,2,10,0,1,1
1037,77,1114,1981,15651,478,18,11,45,331,14,59,4,0,0,0,0,0,4,280,7,258,0,15,1
304,447,751,824,9852,142,9,3,37,27,13,53,6,2,1,0,0,3,0,69,18,43,0,8,2
644,231,875,1181,7317,153,0,0,46,84,7,16,0,0,0,0,0,0,0,57,1,46,0,10,1
156,177,333,310,3003,43,3,2,5,18,5,10,5,0,0,3,0,1,1,21,2,19,0,0,2
83,0,83,81,660,7,2,0,1,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,1
84,0,84,147,904,18,0,0,0,18,0,0,0,0,0,0,0,0,0,12,2,10,0,0,1
903,292,1195,1627,15837,334,6,5,54,157,45,67,8,0,2,2,3,0,1,95,6,79,0,10,1
562,688,1250,984,10031,178,23,20,41,48,13,33,8,1,0,1,0,2,4,97,3,92,0,2,2
33,42,75,48,547,5,0,0,2,2,0,1,0,0,0,0,0,0,0,10,2,7,0,1,2
90,19,109,114,1510,39,4,3,6,14,2,10,2,0,1,0,0,1,0,12,2,9,0,1,2
699,307,1006,1019,9814,254,6,49,29,38,13,119,19,6,2,1,5,5,0,71,26,41,0,4,2
256,56,312,283,2103,48,0,1,5,35,1,6,0,0,0,0,0,0,0,16,2,11,0,3,1
536,761,1297,996,12618,338,22,24,161,65,16,50,53,43,3,3,0,1,3,111,9,99,0,3,2
71,68,139,129,1445,25,2,0,8,5,7,3,0,0,0,0,0,0,0,17,2,13,0,2,2
169,155,324,330,3295,46,11,3,8,9,4,11,5,0,2,2,0,1,0,26,8,18,0,0,2
306,180,486,513,4788,65,7,8,11,9,8,22,6,1,0,0,0,5,0,58,9,48,1,0,2
1307,2177,3484,2480,28795,477,38,48,91,107,47,146,27,9,2,5,0,7,4,237,57,167,3,10,2
740,381,1121,1180,12533,231,15,9,71,46,26,64,16,6,6,2,1,0,1,99,26,71,0,2,2
664,451,1115,1243,11090,171,24,11,21,37,18,60,29,7,6,2,0,14,0,84,16,63,0,5,2
87,0,87,205,2518,33,3,2,5,4,2,17,1,0,1,0,0,0,0,20,3,16,0,1,2
18,7,25,26,305,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,2
83,13,96,287,3408,61,3,11,8,9,8,22,4,2,0,0,0,0,2,30,6,22,0,2,2
49,21,70,111,1041,15,2,3,0,4,0,6,1,0,1,0,0,0,0,10,0,10,0,0,2
284,60,344,462,3188,48,0,2,6,30,8,2,0,0,0,0,0,0,0,19,2,12,0,5,1
2447,2507,4954,5333,62399,938,85,91,187,189,95,291,126,47,42,17,8,8,4,491,82,388,5,16,2
20,21,41,72,624,11,0,0,3,4,0,4,2,2,0,0,0,0,0,2,0,2,0,0,2
352,210,562,682,5937,95,7,13,11,30,12,22,7,1,0,1,0,4,1,49,6,38,0,5,2
24,6,30,24,354,4,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2
187,295,482,547,6459,75,6,5,7,10,12,35,9,0,0,4,0,3,2,64,8,54,1,1,2
135,93,228,247,2601,50,5,4,16,10,10,5,3,0,1,0,0,2,0,25,0,23,0,2,2
149,184,333,401,4119,57,3,4,20,18,2,10,5,2,1,1,1,0,0,51,6,43,0,2,2
450,264,714,554,3830,64,1,0,1,52,5,5,0,0,0,0,0,0,0,28,2,14,0,12,1
129,31,160,169,1175,17,1,0,1,14,0,1,0,0,0,0,0,0,0,7,0,7,0,0,1
70,0,70,99,629,17,0,2,0,13,2,0,0,0,0,0,0,0,0,2,0,2,0,0,1
20,0,20,31,319,6,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
585,159,744,703,4499,117,0,4,3,103,3,4,0,0,0,0,0,0,0,24,0,21,0,3,1
234,262,496,359,3623,95,8,16,19,22,2,28,13,6,3,0,0,3,1,25,4,21,0,0,2
7,0,7,24,239,5,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1
31,10,41,80,845,6,1,1,2,2,0,0,5,2,1,0,0,2,0,8,0,7,0,1,2
283,15,298,521,3701,165,1,0,3,147,4,10,0,0,0,0,0,0,0,58,0,56,0,2,1
56,33,89,95,884,13,2,0,1,8,0,2,1,0,0,1,0,0,0,11,0,11,0,0,2
